language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
ge,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.38 $\pm$ 0.02,0.42 $\pm$ 0.02,0.40 $\pm$ 0.02,0.42 $\pm$ 0.01,0.40 $\pm$ 0.03,0.48 $\pm$ 0.03
ge,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.38 $\pm$ 0.02,0.40 $\pm$ 0.02,0.40 $\pm$ 0.02,0.42 $\pm$ 0.01,0.42 $\pm$ 0.00,0.48 $\pm$ 0.04
ge,XGBoost,No Upsampling,XGBoost_broad,0.39 $\pm$ 0.03,0.41 $\pm$ 0.02,0.41 $\pm$ 0.02,0.41 $\pm$ 0.02,0.39 $\pm$ 0.02,0.44 $\pm$ 0.04
ge,XGBoost,No Upsampling,XGBoost_narrow,0.39 $\pm$ 0.03,0.40 $\pm$ 0.02,0.40 $\pm$ 0.02,0.41 $\pm$ 0.02,0.40 $\pm$ 0.02,0.47 $\pm$ 0.01
ge,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.39 $\pm$ 0.03,0.41 $\pm$ 0.03,0.40 $\pm$ 0.01,0.41 $\pm$ 0.01,0.39 $\pm$ 0.02,0.49 $\pm$ 0.02
ge,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.38 $\pm$ 0.02,0.41 $\pm$ 0.02,0.39 $\pm$ 0.02,0.42 $\pm$ 0.03,0.43 $\pm$ 0.03,0.51 $\pm$ 0.03
ge,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.39 $\pm$ 0.02,0.40 $\pm$ 0.02,0.40 $\pm$ 0.01,0.41 $\pm$ 0.02,0.40 $\pm$ 0.02,0.49 $\pm$ 0.03
ge,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.39 $\pm$ 0.03,0.41 $\pm$ 0.02,0.40 $\pm$ 0.01,0.41 $\pm$ 0.02,0.42 $\pm$ 0.03,0.50 $\pm$ 0.04
ge,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.39 $\pm$ 0.01,0.41 $\pm$ 0.02,0.39 $\pm$ 0.01,0.41 $\pm$ 0.03,0.40 $\pm$ 0.01,0.47 $\pm$ 0.02
ge,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.39 $\pm$ 0.03,0.41 $\pm$ 0.01,0.39 $\pm$ 0.02,0.40 $\pm$ 0.02,0.42 $\pm$ 0.02,0.51 $\pm$ 0.02
it,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.42 $\pm$ 0.03,0.45 $\pm$ 0.04,0.46 $\pm$ 0.02,0.48 $\pm$ 0.01,0.43 $\pm$ 0.04,0.50 $\pm$ 0.01
it,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.19 $\pm$ 0.02,0.22 $\pm$ 0.04,0.19 $\pm$ 0.01,0.23 $\pm$ 0.03,0.21 $\pm$ 0.02,0.21 $\pm$ 0.02
it,ComplementNB,RakelD Partitioning of labels,RakelD_ComplementNB,0.40 $\pm$ 0.01,0.43 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.01,0.48 $\pm$ 0.02,0.54 $\pm$ 0.02
it,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.39 $\pm$ 0.02,0.35 $\pm$ 0.06,0.39 $\pm$ 0.06,0.45 $\pm$ 0.01,0.41 $\pm$ 0.02,0.42 $\pm$ 0.01
it,KNN,No Upsampling,kNN,0.43 $\pm$ 0.03,0.41 $\pm$ 0.03,0.43 $\pm$ 0.04,0.49 $\pm$ 0.04,0.43 $\pm$ 0.01,0.52 $\pm$ 0.05
it,KNN,Random Oversampling,kNN_ROS,0.40 $\pm$ 0.00,0.42 $\pm$ 0.02,0.44 $\pm$ 0.02,0.46 $\pm$ 0.03,0.41 $\pm$ 0.02,0.44 $\pm$ 0.01
it,KNN,SMOTE,kNN_SMOTE,0.36 $\pm$ 0.02,0.39 $\pm$ 0.06,0.43 $\pm$ 0.01,0.44 $\pm$ 0.02,0.41 $\pm$ 0.02,0.43 $\pm$ 0.02
it,KNN,SVMSMOTE,kNN_SVMSMOTE,0.36 $\pm$ 0.04,0.32 $\pm$ 0.02,0.32 $\pm$ 0.01,0.48 $\pm$ 0.02,0.45 $\pm$ 0.02,0.45 $\pm$ 0.02
it,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.41 $\pm$ 0.01,0.43 $\pm$ 0.01,0.46 $\pm$ 0.01,0.47 $\pm$ 0.02,0.43 $\pm$ 0.03,0.49 $\pm$ 0.02
it,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.42 $\pm$ 0.01,0.44 $\pm$ 0.01,0.45 $\pm$ 0.03,0.46 $\pm$ 0.01,0.42 $\pm$ 0.02,0.47 $\pm$ 0.02
it,LinearSVM,No Upsampling,LinearSVMDual,0.40 $\pm$ 0.00,0.43 $\pm$ 0.01,0.44 $\pm$ 0.02,0.48 $\pm$ 0.01,0.42 $\pm$ 0.03,0.49 $\pm$ 0.04
it,LinearSVM,RakelD Partitioning of labels,RakelD_LinearSVM,0.40 $\pm$ 0.01,0.43 $\pm$ 0.01,0.44 $\pm$ 0.02,0.49 $\pm$ 0.01,0.43 $\pm$ 0.03,0.50 $\pm$ 0.02
it,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.40 $\pm$ 0.00,0.44 $\pm$ 0.01,0.44 $\pm$ 0.03,0.47 $\pm$ 0.04,0.43 $\pm$ 0.03,0.48 $\pm$ 0.02
it,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.42 $\pm$ 0.01,0.43 $\pm$ 0.01,0.46 $\pm$ 0.01,0.48 $\pm$ 0.01,0.43 $\pm$ 0.01,0.48 $\pm$ 0.01
it,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.39 $\pm$ 0.02,0.41 $\pm$ 0.00,0.44 $\pm$ 0.02,0.49 $\pm$ 0.02,0.45 $\pm$ 0.02,0.50 $\pm$ 0.01
it,LogisticRegression,No Upsampling,LogisticRegression,0.39 $\pm$ 0.01,0.42 $\pm$ 0.01,0.46 $\pm$ 0.03,0.49 $\pm$ 0.02,0.48 $\pm$ 0.01,0.54 $\pm$ 0.03
it,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.39 $\pm$ 0.01,0.41 $\pm$ 0.01,0.46 $\pm$ 0.03,0.49 $\pm$ 0.01,0.47 $\pm$ 0.02,0.53 $\pm$ 0.03
it,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.39 $\pm$ 0.01,0.41 $\pm$ 0.01,0.46 $\pm$ 0.02,0.48 $\pm$ 0.01,0.47 $\pm$ 0.01,0.52 $\pm$ 0.02
it,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.39 $\pm$ 0.01,0.41 $\pm$ 0.01,0.46 $\pm$ 0.03,0.48 $\pm$ 0.02,0.45 $\pm$ 0.01,0.50 $\pm$ 0.01
it,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.40 $\pm$ 0.01,0.44 $\pm$ 0.02,0.44 $\pm$ 0.03,0.49 $\pm$ 0.02,0.46 $\pm$ 0.01,0.51 $\pm$ 0.02
it,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.40 $\pm$ 0.01,0.43 $\pm$ 0.02,0.41 $\pm$ 0.02,0.45 $\pm$ 0.03,0.45 $\pm$ 0.02,0.50 $\pm$ 0.04
it,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01,0.42 $\pm$ 0.02,0.48 $\pm$ 0.02,0.46 $\pm$ 0.02,0.50 $\pm$ 0.03
it,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.40 $\pm$ 0.01,0.45 $\pm$ 0.02,0.43 $\pm$ 0.02,0.48 $\pm$ 0.03,0.47 $\pm$ 0.03,0.52 $\pm$ 0.05
it,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.41 $\pm$ 0.02,0.46 $\pm$ 0.02,0.44 $\pm$ 0.03,0.50 $\pm$ 0.02,0.48 $\pm$ 0.03,0.51 $\pm$ 0.04
it,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.40 $\pm$ 0.02,0.44 $\pm$ 0.02,0.41 $\pm$ 0.02,0.48 $\pm$ 0.03,0.46 $\pm$ 0.02,0.49 $\pm$ 0.02
it,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.40 $\pm$ 0.02,0.42 $\pm$ 0.01,0.41 $\pm$ 0.02,0.46 $\pm$ 0.04,0.45 $\pm$ 0.02,0.49 $\pm$ 0.04
it,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.40 $\pm$ 0.01,0.43 $\pm$ 0.03,0.43 $\pm$ 0.02,0.48 $\pm$ 0.01,0.46 $\pm$ 0.01,0.49 $\pm$ 0.03
it,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.40 $\pm$ 0.02,0.45 $\pm$ 0.02,0.43 $\pm$ 0.02,0.49 $\pm$ 0.03,0.47 $\pm$ 0.02,0.50 $\pm$ 0.03
it,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.41 $\pm$ 0.01,0.43 $\pm$ 0.02,0.43 $\pm$ 0.02,0.48 $\pm$ 0.04,0.46 $\pm$ 0.01,0.51 $\pm$ 0.02
it,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.41 $\pm$ 0.00,0.44 $\pm$ 0.01,0.45 $\pm$ 0.02,0.47 $\pm$ 0.01,0.43 $\pm$ 0.02,0.47 $\pm$ 0.02
it,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.40 $\pm$ 0.01,0.43 $\pm$ 0.01,0.44 $\pm$ 0.02,0.48 $\pm$ 0.00,0.43 $\pm$ 0.03,0.49 $\pm$ 0.03
it,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.40 $\pm$ 0.01,0.43 $\pm$ 0.01,0.45 $\pm$ 0.03,0.48 $\pm$ 0.02,0.44 $\pm$ 0.01,0.49 $\pm$ 0.02
it,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.41 $\pm$ 0.00,0.44 $\pm$ 0.00,0.45 $\pm$ 0.03,0.46 $\pm$ 0.01,0.42 $\pm$ 0.01,0.47 $\pm$ 0.02
it,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.41 $\pm$ 0.01,0.45 $\pm$ 0.01,0.47 $\pm$ 0.02,0.47 $\pm$ 0.01,0.44 $\pm$ 0.01,0.49 $\pm$ 0.02
it,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.42 $\pm$ 0.02,0.46 $\pm$ 0.01,0.50 $\pm$ 0.01,0.48 $\pm$ 0.01,0.45 $\pm$ 0.03,0.49 $\pm$ 0.03
it,Multi-label ARAM,Natively Multilabel,MLARAM,0.29 $\pm$ 0.02,0.14 $\pm$ 0.07,0.24 $\pm$ 0.02,0.24 $\pm$ 0.03,0.24 $\pm$ 0.09,0.28 $\pm$ 0.05
it,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.40 $\pm$ 0.04,0.37 $\pm$ 0.02,0.45 $\pm$ 0.04,0.49 $\pm$ 0.04,0.49 $\pm$ 0.07,0.52 $\pm$ 0.03
it,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.02
it,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.39 $\pm$ 0.01,0.44 $\pm$ 0.00,0.47 $\pm$ 0.02,0.50 $\pm$ 0.02,0.48 $\pm$ 0.03,0.49 $\pm$ 0.01
it,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.39 $\pm$ 0.01,0.45 $\pm$ 0.00,0.46 $\pm$ 0.02,0.50 $\pm$ 0.02,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02
it,NaiveBayes,No Upsampling,NaiveBayes,0.39 $\pm$ 0.01,0.45 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.01,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02
it,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.40 $\pm$ 0.01,0.46 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.02,0.47 $\pm$ 0.02,0.53 $\pm$ 0.01
it,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01,0.47 $\pm$ 0.02,0.51 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.02
it,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.39 $\pm$ 0.01,0.46 $\pm$ 0.01,0.47 $\pm$ 0.03,0.51 $\pm$ 0.02,0.49 $\pm$ 0.02,0.53 $\pm$ 0.01
it,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.39 $\pm$ 0.01,0.45 $\pm$ 0.00,0.47 $\pm$ 0.02,0.51 $\pm$ 0.02,0.49 $\pm$ 0.02,0.51 $\pm$ 0.02
it,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.02,0.51 $\pm$ 0.02,0.48 $\pm$ 0.03,0.52 $\pm$ 0.02
it,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.39 $\pm$ 0.01,0.45 $\pm$ 0.00,0.47 $\pm$ 0.02,0.51 $\pm$ 0.02,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02
it,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.39 $\pm$ 0.03,0.42 $\pm$ 0.01,0.43 $\pm$ 0.02,0.47 $\pm$ 0.02,0.48 $\pm$ 0.03,0.55 $\pm$ 0.00
it,RandomForest,No Upsampling,RandomForest,0.40 $\pm$ 0.03,0.43 $\pm$ 0.02,0.45 $\pm$ 0.04,0.49 $\pm$ 0.02,0.47 $\pm$ 0.03,0.56 $\pm$ 0.01
it,RandomForest,Random Oversampling,RandomForest_ROS,0.41 $\pm$ 0.03,0.43 $\pm$ 0.01,0.44 $\pm$ 0.03,0.48 $\pm$ 0.02,0.47 $\pm$ 0.02,0.55 $\pm$ 0.02
it,RandomForest,SMOTE,RandomForest_SMOTE,0.41 $\pm$ 0.03,0.41 $\pm$ 0.01,0.45 $\pm$ 0.03,0.49 $\pm$ 0.03,0.48 $\pm$ 0.02,0.57 $\pm$ 0.02
it,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.40 $\pm$ 0.04,0.42 $\pm$ 0.01,0.44 $\pm$ 0.02,0.49 $\pm$ 0.03,0.48 $\pm$ 0.01,0.55 $\pm$ 0.03
it,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.41 $\pm$ 0.02,0.43 $\pm$ 0.01,0.46 $\pm$ 0.01,0.51 $\pm$ 0.01,0.48 $\pm$ 0.02,0.57 $\pm$ 0.02
it,RidgeClassifier,No Upsampling,RidgeClassifier,0.41 $\pm$ 0.01,0.46 $\pm$ 0.01,0.49 $\pm$ 0.02,0.53 $\pm$ 0.01,0.49 $\pm$ 0.03,0.57 $\pm$ 0.01
it,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.40 $\pm$ 0.00,0.42 $\pm$ 0.07,0.46 $\pm$ 0.02,0.53 $\pm$ 0.02,0.49 $\pm$ 0.03,0.58 $\pm$ 0.01
it,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.41 $\pm$ 0.01,0.45 $\pm$ 0.02,0.48 $\pm$ 0.01,0.54 $\pm$ 0.02,0.49 $\pm$ 0.04,0.58 $\pm$ 0.02
it,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.42 $\pm$ 0.01,0.41 $\pm$ 0.04,0.46 $\pm$ 0.02,0.54 $\pm$ 0.01,0.48 $\pm$ 0.03,0.57 $\pm$ 0.02
it,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.42 $\pm$ 0.00,0.47 $\pm$ 0.03,0.45 $\pm$ 0.00,0.52 $\pm$ 0.02,0.53 $\pm$ 0.02,0.56 $\pm$ 0.02
it,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.40 $\pm$ 0.02,0.40 $\pm$ 0.01,0.45 $\pm$ 0.02,0.49 $\pm$ 0.01,0.47 $\pm$ 0.03,0.55 $\pm$ 0.04
it,SVM,No Upsampling,SVM_rbf,0.42 $\pm$ 0.02,0.46 $\pm$ 0.02,0.51 $\pm$ 0.03,0.55 $\pm$ 0.02,0.52 $\pm$ 0.02,0.58 $\pm$ 0.04
it,SVM,No Upsampling,SVM_sigmoid,0.40 $\pm$ 0.02,0.43 $\pm$ 0.03,0.46 $\pm$ 0.01,0.50 $\pm$ 0.02,0.47 $\pm$ 0.02,0.56 $\pm$ 0.02
it,SVM,RakelD Partitioning of labels,RakelD_SVM,0.39 $\pm$ 0.02,0.41 $\pm$ 0.02,0.46 $\pm$ 0.00,0.46 $\pm$ 0.04,0.46 $\pm$ 0.01,0.53 $\pm$ 0.03
it,SVM,Random Oversampling,SVM_rbf_ROS,0.41 $\pm$ 0.01,0.46 $\pm$ 0.02,0.51 $\pm$ 0.02,0.54 $\pm$ 0.02,0.51 $\pm$ 0.03,0.58 $\pm$ 0.04
it,SVM,Random Oversampling,SVM_sigmoid_ROS,0.39 $\pm$ 0.01,0.43 $\pm$ 0.03,0.45 $\pm$ 0.01,0.51 $\pm$ 0.01,0.46 $\pm$ 0.01,0.53 $\pm$ 0.03
it,SVM,SMOTE,SVM_rbf_SMOTE,0.40 $\pm$ 0.00,0.46 $\pm$ 0.03,0.52 $\pm$ 0.02,0.55 $\pm$ 0.02,0.53 $\pm$ 0.01,0.57 $\pm$ 0.02
it,SVM,SMOTE,SVM_sigmoid_SMOTE,0.39 $\pm$ 0.01,0.42 $\pm$ 0.00,0.43 $\pm$ 0.03,0.48 $\pm$ 0.01,0.51 $\pm$ 0.06,0.52 $\pm$ 0.00
it,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.42 $\pm$ 0.01,0.47 $\pm$ 0.02,0.53 $\pm$ 0.04,0.54 $\pm$ 0.01,0.52 $\pm$ 0.03,**0.59 $\pm$ 0.04**
it,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.39 $\pm$ 0.01,0.43 $\pm$ 0.02,0.45 $\pm$ 0.03,0.49 $\pm$ 0.02,0.47 $\pm$ 0.02,0.55 $\pm$ 0.01
it,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.34 $\pm$ 0.02,0.36 $\pm$ 0.01,0.38 $\pm$ 0.01,0.40 $\pm$ 0.01,0.38 $\pm$ 0.02,0.48 $\pm$ 0.01
it,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.34 $\pm$ 0.01,0.36 $\pm$ 0.02,0.37 $\pm$ 0.02,0.39 $\pm$ 0.02,0.39 $\pm$ 0.02,0.47 $\pm$ 0.03
it,XGBoost,No Upsampling,XGBoost_broad,0.35 $\pm$ 0.01,0.36 $\pm$ 0.01,0.38 $\pm$ 0.03,0.40 $\pm$ 0.01,0.37 $\pm$ 0.02,0.51 $\pm$ 0.02
it,XGBoost,No Upsampling,XGBoost_narrow,0.35 $\pm$ 0.01,0.36 $\pm$ 0.01,0.37 $\pm$ 0.01,0.42 $\pm$ 0.03,0.38 $\pm$ 0.02,0.48 $\pm$ 0.01
it,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.34 $\pm$ 0.01,0.36 $\pm$ 0.00,0.38 $\pm$ 0.04,0.39 $\pm$ 0.02,0.38 $\pm$ 0.00,0.47 $\pm$ 0.03
it,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.33 $\pm$ 0.01,0.37 $\pm$ 0.01,0.37 $\pm$ 0.02,0.41 $\pm$ 0.02,0.41 $\pm$ 0.03,0.50 $\pm$ 0.02
it,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.34 $\pm$ 0.02,0.37 $\pm$ 0.01,0.39 $\pm$ 0.02,0.41 $\pm$ 0.03,0.40 $\pm$ 0.02,0.48 $\pm$ 0.02
it,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.33 $\pm$ 0.02,0.35 $\pm$ 0.01,0.38 $\pm$ 0.01,0.40 $\pm$ 0.03,0.41 $\pm$ 0.01,0.46 $\pm$ 0.02
it,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.35 $\pm$ 0.01,0.36 $\pm$ 0.02,0.38 $\pm$ 0.02,0.42 $\pm$ 0.04,0.40 $\pm$ 0.03,0.48 $\pm$ 0.02
it,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.34 $\pm$ 0.01,0.35 $\pm$ 0.01,0.37 $\pm$ 0.02,0.42 $\pm$ 0.03,0.40 $\pm$ 0.02,0.47 $\pm$ 0.02
po,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.39 $\pm$ 0.04,0.32 $\pm$ 0.02,0.39 $\pm$ 0.08,0.51 $\pm$ 0.03,0.56 $\pm$ 0.03,0.59 $\pm$ 0.04
po,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.28 $\pm$ 0.05,0.27 $\pm$ 0.06,0.26 $\pm$ 0.02,0.31 $\pm$ 0.05,0.33 $\pm$ 0.08,0.35 $\pm$ 0.01
po,ComplementNB,RakelD Partitioning of labels,RakelD_ComplementNB,0.48 $\pm$ 0.03,0.52 $\pm$ 0.02,0.56 $\pm$ 0.02,0.60 $\pm$ 0.04,0.60 $\pm$ 0.04,0.61 $\pm$ 0.05
po,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.50 $\pm$ 0.04,0.48 $\pm$ 0.03,0.50 $\pm$ 0.02,0.54 $\pm$ 0.03,0.54 $\pm$ 0.04,0.54 $\pm$ 0.02
po,KNN,No Upsampling,kNN,0.48 $\pm$ 0.07,0.51 $\pm$ 0.05,0.53 $\pm$ 0.03,0.58 $\pm$ 0.04,0.57 $\pm$ 0.06,0.59 $\pm$ 0.06
po,KNN,Random Oversampling,kNN_ROS,0.48 $\pm$ 0.04,0.49 $\pm$ 0.04,0.52 $\pm$ 0.02,0.53 $\pm$ 0.03,0.53 $\pm$ 0.02,0.53 $\pm$ 0.03
po,KNN,SMOTE,kNN_SMOTE,0.48 $\pm$ 0.02,0.49 $\pm$ 0.04,0.52 $\pm$ 0.02,0.54 $\pm$ 0.04,0.52 $\pm$ 0.02,0.55 $\pm$ 0.02
po,KNN,SVMSMOTE,kNN_SVMSMOTE,0.50 $\pm$ 0.03,0.52 $\pm$ 0.04,0.54 $\pm$ 0.03,0.55 $\pm$ 0.03,0.55 $\pm$ 0.04,0.55 $\pm$ 0.02
po,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.48 $\pm$ 0.03,0.52 $\pm$ 0.03,0.54 $\pm$ 0.02,0.57 $\pm$ 0.04,0.55 $\pm$ 0.04,0.58 $\pm$ 0.06
po,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.48 $\pm$ 0.03,0.51 $\pm$ 0.04,0.54 $\pm$ 0.02,0.57 $\pm$ 0.05,0.54 $\pm$ 0.03,0.56 $\pm$ 0.03
po,LinearSVM,No Upsampling,LinearSVMDual,0.48 $\pm$ 0.03,0.51 $\pm$ 0.03,0.54 $\pm$ 0.02,0.57 $\pm$ 0.04,0.55 $\pm$ 0.04,0.56 $\pm$ 0.04
po,LinearSVM,RakelD Partitioning of labels,RakelD_LinearSVM,0.48 $\pm$ 0.02,0.52 $\pm$ 0.03,0.54 $\pm$ 0.02,0.57 $\pm$ 0.04,0.54 $\pm$ 0.04,0.55 $\pm$ 0.03
po,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.48 $\pm$ 0.04,0.51 $\pm$ 0.04,0.56 $\pm$ 0.02,0.57 $\pm$ 0.05,0.55 $\pm$ 0.03,0.56 $\pm$ 0.04
po,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.49 $\pm$ 0.02,0.50 $\pm$ 0.04,0.55 $\pm$ 0.02,0.57 $\pm$ 0.04,0.55 $\pm$ 0.04,0.55 $\pm$ 0.04
po,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.48 $\pm$ 0.01,0.50 $\pm$ 0.04,0.54 $\pm$ 0.01,0.57 $\pm$ 0.04,0.58 $\pm$ 0.05,0.56 $\pm$ 0.04
po,LogisticRegression,No Upsampling,LogisticRegression,0.49 $\pm$ 0.02,0.52 $\pm$ 0.04,0.58 $\pm$ 0.04,0.58 $\pm$ 0.06,0.57 $\pm$ 0.06,0.60 $\pm$ 0.06
po,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.48 $\pm$ 0.02,0.51 $\pm$ 0.04,0.56 $\pm$ 0.03,0.57 $\pm$ 0.05,0.58 $\pm$ 0.06,0.61 $\pm$ 0.05
po,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.48 $\pm$ 0.03,0.52 $\pm$ 0.04,0.57 $\pm$ 0.04,0.58 $\pm$ 0.04,0.58 $\pm$ 0.05,0.60 $\pm$ 0.04
po,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.48 $\pm$ 0.02,0.51 $\pm$ 0.03,0.58 $\pm$ 0.03,0.57 $\pm$ 0.03,0.58 $\pm$ 0.06,0.60 $\pm$ 0.04
po,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.50 $\pm$ 0.01,0.51 $\pm$ 0.03,0.55 $\pm$ 0.04,0.55 $\pm$ 0.02,0.56 $\pm$ 0.02,0.58 $\pm$ 0.04
po,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.48 $\pm$ 0.02,0.52 $\pm$ 0.03,0.55 $\pm$ 0.04,0.55 $\pm$ 0.03,0.58 $\pm$ 0.05,0.57 $\pm$ 0.04
po,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.49 $\pm$ 0.05,0.53 $\pm$ 0.04,0.55 $\pm$ 0.05,0.58 $\pm$ 0.04,0.57 $\pm$ 0.04,0.59 $\pm$ 0.04
po,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.50 $\pm$ 0.01,0.53 $\pm$ 0.03,0.54 $\pm$ 0.04,0.58 $\pm$ 0.05,0.58 $\pm$ 0.03,0.59 $\pm$ 0.05
po,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.49 $\pm$ 0.01,0.53 $\pm$ 0.04,0.56 $\pm$ 0.05,0.56 $\pm$ 0.04,0.57 $\pm$ 0.05,0.62 $\pm$ 0.05
