language,model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
po,LinearSVM,Random Oversampling,0.52 $\pm$ 0.02,0.60 $\pm$ 0.05,0.57 $\pm$ 0.03,0.66 $\pm$ 0.03,0.79 $\pm$ 0.02,0.84 $\pm$ 0.01
po,LinearSVM,SMOTE,0.52 $\pm$ 0.02,0.58 $\pm$ 0.06,0.57 $\pm$ 0.03,0.65 $\pm$ 0.02,0.80 $\pm$ 0.02,0.87 $\pm$ 0.03
po,LogisticRegression,BorderlineSMOTE,0.51 $\pm$ 0.01,0.53 $\pm$ 0.03,0.51 $\pm$ 0.00,0.59 $\pm$ 0.02,0.63 $\pm$ 0.02,0.72 $\pm$ 0.01
po,LogisticRegression,No Upsampling,0.51 $\pm$ 0.02,0.51 $\pm$ 0.03,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02,0.60 $\pm$ 0.02,0.63 $\pm$ 0.02
po,LogisticRegression,Random Oversampling,0.48 $\pm$ 0.01,0.50 $\pm$ 0.03,0.48 $\pm$ 0.01,0.52 $\pm$ 0.03,0.60 $\pm$ 0.03,0.64 $\pm$ 0.02
po,LogisticRegression,SMOTE,0.49 $\pm$ 0.01,0.50 $\pm$ 0.02,0.48 $\pm$ 0.02,0.53 $\pm$ 0.03,0.61 $\pm$ 0.03,0.62 $\pm$ 0.02
po,LogisticRegression,SVMSMOTE,0.52 $\pm$ 0.01,0.49 $\pm$ 0.02,0.48 $\pm$ 0.02,0.51 $\pm$ 0.04,0.60 $\pm$ 0.02,0.62 $\pm$ 0.01
po,LogisticRegressionElasticNet,BorderlineSMOTE,0.49 $\pm$ 0.02,0.56 $\pm$ 0.02,0.55 $\pm$ 0.02,0.60 $\pm$ 0.00,0.65 $\pm$ 0.01,0.72 $\pm$ 0.03
po,LogisticRegressionElasticNet,No Upsampling,0.50 $\pm$ 0.01,0.55 $\pm$ 0.01,0.53 $\pm$ 0.01,0.56 $\pm$ 0.03,0.65 $\pm$ 0.03,0.74 $\pm$ 0.04
po,LogisticRegressionElasticNet,Random Oversampling,0.48 $\pm$ 0.03,0.53 $\pm$ 0.02,0.54 $\pm$ 0.01,0.58 $\pm$ 0.02,0.62 $\pm$ 0.01,0.67 $\pm$ 0.01
po,LogisticRegressionElasticNet,SMOTE,0.48 $\pm$ 0.02,0.54 $\pm$ 0.01,0.51 $\pm$ 0.00,0.55 $\pm$ 0.04,0.62 $\pm$ 0.02,0.68 $\pm$ 0.02
po,LogisticRegressionElasticNet,SVMSMOTE,0.50 $\pm$ 0.01,0.53 $\pm$ 0.02,0.51 $\pm$ 0.01,0.58 $\pm$ 0.00,0.61 $\pm$ 0.02,0.67 $\pm$ 0.03
po,LogisticRegressionLasso,BorderlineSMOTE,0.47 $\pm$ 0.02,0.52 $\pm$ 0.02,0.54 $\pm$ 0.02,0.54 $\pm$ 0.01,0.61 $\pm$ 0.01,0.66 $\pm$ 0.01
po,LogisticRegressionLasso,No Upsampling,0.53 $\pm$ 0.02,0.45 $\pm$ 0.02,0.47 $\pm$ 0.04,0.56 $\pm$ 0.01,0.62 $\pm$ 0.02,0.67 $\pm$ 0.01
po,LogisticRegressionLasso,Random Oversampling,0.50 $\pm$ 0.01,0.51 $\pm$ 0.02,0.52 $\pm$ 0.01,0.54 $\pm$ 0.02,0.59 $\pm$ 0.02,0.65 $\pm$ 0.01
po,LogisticRegressionLasso,SMOTE,0.48 $\pm$ 0.03,0.48 $\pm$ 0.01,0.51 $\pm$ 0.01,0.54 $\pm$ 0.03,0.60 $\pm$ 0.03,0.65 $\pm$ 0.01
po,LogisticRegressionLasso,SVMSMOTE,0.48 $\pm$ 0.03,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02,0.52 $\pm$ 0.03,0.57 $\pm$ 0.01,0.65 $\pm$ 0.03
po,LogisticRegressionRidge,BorderlineSMOTE,0.51 $\pm$ 0.02,0.60 $\pm$ 0.06,0.58 $\pm$ 0.01,0.67 $\pm$ 0.04,0.83 $\pm$ 0.03,0.85 $\pm$ 0.01
po,LogisticRegressionRidge,No Upsampling,0.51 $\pm$ 0.03,0.62 $\pm$ 0.04,0.60 $\pm$ 0.04,0.71 $\pm$ 0.01,0.80 $\pm$ 0.01,0.83 $\pm$ 0.03
po,LogisticRegressionRidge,RakelD Partitioning of labels,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.00,0.71 $\pm$ 0.01,0.81 $\pm$ 0.04,0.85 $\pm$ 0.03
po,LogisticRegressionRidge,Random Oversampling,0.53 $\pm$ 0.01,0.64 $\pm$ 0.03,0.59 $\pm$ 0.03,0.71 $\pm$ 0.01,0.85 $\pm$ 0.03,0.84 $\pm$ 0.05
po,LogisticRegressionRidge,SMOTE,0.49 $\pm$ 0.01,0.59 $\pm$ 0.05,0.55 $\pm$ 0.01,0.68 $\pm$ 0.02,0.85 $\pm$ 0.02,0.86 $\pm$ 0.05
po,LogisticRegressionRidge,SVMSMOTE,0.49 $\pm$ 0.02,0.56 $\pm$ 0.05,0.51 $\pm$ 0.01,0.65 $\pm$ 0.03,0.81 $\pm$ 0.04,0.85 $\pm$ 0.00
po,Multi-label ARAM,Natively Multilabel,0.49 $\pm$ 0.27,0.42 $\pm$ 0.03,0.49 $\pm$ 0.15,0.31 $\pm$ 0.06,0.65 $\pm$ 0.13,0.75 $\pm$ 0.08
po,Multilabel k Nearest Neighbours,Natively Multilabel,0.52 $\pm$ 0.04,0.46 $\pm$ 0.01,0.55 $\pm$ 0.03,0.52 $\pm$ 0.06,0.55 $\pm$ 0.04,0.58 $\pm$ 0.02
po,NaiveBayes,BorderlineSMOTE,0.54 $\pm$ 0.01,0.61 $\pm$ 0.01,0.62 $\pm$ 0.01,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.75 $\pm$ 0.01
po,NaiveBayes,No Upsampling,0.60 $\pm$ 0.01,0.64 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
po,NaiveBayes,Random Oversampling,0.60 $\pm$ 0.01,0.62 $\pm$ 0.02,0.62 $\pm$ 0.03,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02
po,NaiveBayes,SMOTE,0.57 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.03,0.66 $\pm$ 0.01,0.69 $\pm$ 0.02,0.74 $\pm$ 0.03
po,NaiveBayes,SVMSMOTE,0.60 $\pm$ 0.01,0.64 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.00
po,RandomForest,BorderlineSMOTE,0.47 $\pm$ 0.04,0.58 $\pm$ 0.06,0.54 $\pm$ 0.01,0.55 $\pm$ 0.02,0.56 $\pm$ 0.05,0.59 $\pm$ 0.03
po,RandomForest,No Upsampling,0.44 $\pm$ 0.03,0.57 $\pm$ 0.08,0.54 $\pm$ 0.03,0.55 $\pm$ 0.02,0.56 $\pm$ 0.02,0.60 $\pm$ 0.03
po,RandomForest,Random Oversampling,0.41 $\pm$ 0.04,0.58 $\pm$ 0.06,0.56 $\pm$ 0.02,0.56 $\pm$ 0.00,0.55 $\pm$ 0.04,0.61 $\pm$ 0.03
po,RandomForest,SMOTE,0.40 $\pm$ 0.02,0.58 $\pm$ 0.03,0.54 $\pm$ 0.02,0.55 $\pm$ 0.02,0.54 $\pm$ 0.02,0.60 $\pm$ 0.03
po,RandomForest,SVMSMOTE,0.43 $\pm$ 0.03,0.62 $\pm$ 0.06,0.55 $\pm$ 0.01,0.54 $\pm$ 0.02,0.55 $\pm$ 0.03,0.61 $\pm$ 0.04
po,RidgeClassifier,BorderlineSMOTE,0.48 $\pm$ 0.02,0.49 $\pm$ 0.01,0.49 $\pm$ 0.01,0.54 $\pm$ 0.02,0.62 $\pm$ 0.01,0.66 $\pm$ 0.02
po,RidgeClassifier,No Upsampling,0.48 $\pm$ 0.01,0.50 $\pm$ 0.04,0.48 $\pm$ 0.02,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02
po,RidgeClassifier,Random Oversampling,0.52 $\pm$ 0.03,0.49 $\pm$ 0.01,0.47 $\pm$ 0.03,0.53 $\pm$ 0.02,0.61 $\pm$ 0.03,0.63 $\pm$ 0.02
po,RidgeClassifier,SMOTE,0.48 $\pm$ 0.01,0.48 $\pm$ 0.02,0.47 $\pm$ 0.03,0.52 $\pm$ 0.02,0.60 $\pm$ 0.03,0.65 $\pm$ 0.04
po,RidgeClassifier,SVMSMOTE,0.50 $\pm$ 0.01,0.49 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.02,0.59 $\pm$ 0.02,0.64 $\pm$ 0.02
po,SVM,BorderlineSMOTE,0.53 $\pm$ 0.01,0.55 $\pm$ 0.01,0.60 $\pm$ 0.03,0.57 $\pm$ 0.01,0.65 $\pm$ 0.01,0.68 $\pm$ 0.03
po,SVM,No Upsampling,0.52 $\pm$ 0.03,0.56 $\pm$ 0.04,0.59 $\pm$ 0.04,0.63 $\pm$ 0.01,0.60 $\pm$ 0.02,0.63 $\pm$ 0.03
po,SVM,RakelD Partitioning of labels,0.54 $\pm$ 0.02,0.55 $\pm$ 0.01,0.56 $\pm$ 0.07,0.62 $\pm$ 0.03,0.64 $\pm$ 0.04,0.67 $\pm$ 0.01
po,SVM,Random Oversampling,0.48 $\pm$ 0.03,0.59 $\pm$ 0.01,0.57 $\pm$ 0.04,0.61 $\pm$ 0.01,0.67 $\pm$ 0.04,0.67 $\pm$ 0.02
po,SVM,SMOTE,0.51 $\pm$ 0.01,0.54 $\pm$ 0.03,0.60 $\pm$ 0.00,0.59 $\pm$ 0.03,0.65 $\pm$ 0.00,0.63 $\pm$ 0.02
po,SVM,SVMSMOTE,0.53 $\pm$ 0.02,0.59 $\pm$ 0.03,0.53 $\pm$ 0.03,0.63 $\pm$ 0.02,0.65 $\pm$ 0.02,0.66 $\pm$ 0.03
po,XGBoost,BorderlineSMOTE,0.91 $\pm$ 0.03,0.85 $\pm$ 0.03,0.80 $\pm$ 0.04,0.73 $\pm$ 0.03,0.74 $\pm$ 0.01,0.75 $\pm$ 0.03
po,XGBoost,No Upsampling,0.89 $\pm$ 0.02,0.85 $\pm$ 0.08,0.87 $\pm$ 0.03,0.83 $\pm$ 0.09,0.72 $\pm$ 0.02,0.73 $\pm$ 0.01
po,XGBoost,Random Oversampling,0.89 $\pm$ 0.03,0.84 $\pm$ 0.01,0.85 $\pm$ 0.04,0.76 $\pm$ 0.03,0.72 $\pm$ 0.05,0.76 $\pm$ 0.00
po,XGBoost,SMOTE,0.91 $\pm$ 0.05,0.88 $\pm$ 0.03,0.86 $\pm$ 0.07,0.79 $\pm$ 0.05,0.77 $\pm$ 0.03,0.74 $\pm$ 0.02
po,XGBoost,SVMSMOTE,**0.93 $\pm$ 0.02**,0.90 $\pm$ 0.04,0.85 $\pm$ 0.04,0.79 $\pm$ 0.05,0.77 $\pm$ 0.02,0.74 $\pm$ 0.03
ru,Binary Relevance kNN,Natively Multilabel,0.19 $\pm$ 0.02,0.23 $\pm$ 0.02,0.31 $\pm$ 0.01,0.29 $\pm$ 0.04,0.30 $\pm$ 0.01,0.31 $\pm$ 0.02
ru,ComplementNB,RakelD Partitioning of labels,0.65 $\pm$ 0.11,0.56 $\pm$ 0.03,0.60 $\pm$ 0.08,0.57 $\pm$ 0.04,0.56 $\pm$ 0.04,0.61 $\pm$ 0.05
ru,KNN,BorderlineSMOTE,0.74 $\pm$ 0.17,0.63 $\pm$ 0.06,0.57 $\pm$ 0.05,0.67 $\pm$ 0.03,0.69 $\pm$ 0.05,0.72 $\pm$ 0.05
ru,KNN,No Upsampling,0.28 $\pm$ 0.05,0.31 $\pm$ 0.08,0.31 $\pm$ 0.02,0.31 $\pm$ 0.02,0.41 $\pm$ 0.04,0.41 $\pm$ 0.03
ru,KNN,Random Oversampling,0.58 $\pm$ 0.12,0.60 $\pm$ 0.02,0.61 $\pm$ 0.02,0.64 $\pm$ 0.03,0.64 $\pm$ 0.05,0.73 $\pm$ 0.05
ru,KNN,SMOTE,0.74 $\pm$ 0.20,0.70 $\pm$ 0.21,0.58 $\pm$ 0.04,0.67 $\pm$ 0.02,0.67 $\pm$ 0.01,0.68 $\pm$ 0.03
ru,KNN,SVMSMOTE,**0.96 $\pm$ 0.01**,0.31 $\pm$ 0.16,0.45 $\pm$ 0.03,0.54 $\pm$ 0.02,0.55 $\pm$ 0.05,0.60 $\pm$ 0.05
ru,LinearSVM,BorderlineSMOTE,0.49 $\pm$ 0.01,0.63 $\pm$ 0.08,0.59 $\pm$ 0.07,0.58 $\pm$ 0.07,0.62 $\pm$ 0.04,0.61 $\pm$ 0.08
ru,LinearSVM,No Upsampling,0.50 $\pm$ 0.02,0.68 $\pm$ 0.03,0.62 $\pm$ 0.02,0.60 $\pm$ 0.06,0.67 $\pm$ 0.03,0.62 $\pm$ 0.01
ru,LinearSVM,RakelD Partitioning of labels,0.48 $\pm$ 0.03,0.66 $\pm$ 0.06,0.58 $\pm$ 0.04,0.64 $\pm$ 0.07,0.59 $\pm$ 0.11,0.58 $\pm$ 0.01
ru,LinearSVM,Random Oversampling,0.50 $\pm$ 0.02,0.67 $\pm$ 0.03,0.58 $\pm$ 0.02,0.63 $\pm$ 0.08,0.57 $\pm$ 0.03,0.63 $\pm$ 0.03
ru,LinearSVM,SMOTE,0.43 $\pm$ 0.02,0.62 $\pm$ 0.09,0.55 $\pm$ 0.07,0.52 $\pm$ 0.05,0.59 $\pm$ 0.05,0.60 $\pm$ 0.03
ru,LogisticRegression,BorderlineSMOTE,0.29 $\pm$ 0.01,0.40 $\pm$ 0.04,0.34 $\pm$ 0.03,0.44 $\pm$ 0.03,0.46 $\pm$ 0.03,0.49 $\pm$ 0.02
ru,LogisticRegression,No Upsampling,0.27 $\pm$ 0.02,0.32 $\pm$ 0.05,0.24 $\pm$ 0.03,0.35 $\pm$ 0.02,0.39 $\pm$ 0.02,0.40 $\pm$ 0.03
ru,LogisticRegression,Random Oversampling,0.29 $\pm$ 0.01,0.32 $\pm$ 0.05,0.25 $\pm$ 0.03,0.35 $\pm$ 0.02,0.37 $\pm$ 0.03,0.41 $\pm$ 0.04
ru,LogisticRegression,SMOTE,0.34 $\pm$ 0.03,0.33 $\pm$ 0.04,0.26 $\pm$ 0.04,0.36 $\pm$ 0.01,0.38 $\pm$ 0.01,0.41 $\pm$ 0.05
ru,LogisticRegression,SVMSMOTE,0.29 $\pm$ 0.03,0.31 $\pm$ 0.04,0.26 $\pm$ 0.03,0.35 $\pm$ 0.02,0.38 $\pm$ 0.01,0.40 $\pm$ 0.05
ru,LogisticRegressionElasticNet,BorderlineSMOTE,0.38 $\pm$ 0.02,0.43 $\pm$ 0.03,0.45 $\pm$ 0.08,0.49 $\pm$ 0.03,0.47 $\pm$ 0.03,0.50 $\pm$ 0.04
ru,LogisticRegressionElasticNet,Random Oversampling,0.33 $\pm$ 0.03,0.39 $\pm$ 0.03,0.42 $\pm$ 0.06,0.50 $\pm$ 0.02,0.50 $\pm$ 0.05,0.60 $\pm$ 0.04
ru,LogisticRegressionElasticNet,SMOTE,0.36 $\pm$ 0.02,0.42 $\pm$ 0.04,0.40 $\pm$ 0.08,0.55 $\pm$ 0.06,0.45 $\pm$ 0.02,0.59 $\pm$ 0.06
ru,LogisticRegressionElasticNet,SVMSMOTE,0.37 $\pm$ 0.03,0.35 $\pm$ 0.01,0.42 $\pm$ 0.02,0.52 $\pm$ 0.04,0.51 $\pm$ 0.03,0.60 $\pm$ 0.08
ru,LogisticRegressionLasso,BorderlineSMOTE,0.38 $\pm$ 0.03,0.29 $\pm$ 0.04,0.40 $\pm$ 0.05,0.56 $\pm$ 0.01,0.50 $\pm$ 0.04,0.60 $\pm$ 0.03
ru,LogisticRegressionLasso,No Upsampling,0.35 $\pm$ 0.02,0.30 $\pm$ 0.03,0.42 $\pm$ 0.03,0.57 $\pm$ 0.04,0.52 $\pm$ 0.03,0.63 $\pm$ 0.05
ru,LogisticRegressionLasso,Random Oversampling,0.36 $\pm$ 0.03,0.31 $\pm$ 0.05,0.40 $\pm$ 0.03,0.52 $\pm$ 0.02,0.52 $\pm$ 0.08,0.61 $\pm$ 0.05
ru,LogisticRegressionLasso,SMOTE,0.36 $\pm$ 0.01,0.30 $\pm$ 0.02,0.37 $\pm$ 0.04,0.50 $\pm$ 0.04,0.51 $\pm$ 0.05,0.57 $\pm$ 0.09
ru,LogisticRegressionLasso,SVMSMOTE,0.38 $\pm$ 0.01,0.30 $\pm$ 0.07,0.34 $\pm$ 0.01,0.49 $\pm$ 0.05,0.50 $\pm$ 0.06,0.62 $\pm$ 0.06
ru,LogisticRegressionRidge,BorderlineSMOTE,0.49 $\pm$ 0.01,0.61 $\pm$ 0.03,0.56 $\pm$ 0.01,0.61 $\pm$ 0.06,0.68 $\pm$ 0.04,0.57 $\pm$ 0.03
ru,LogisticRegressionRidge,No Upsampling,0.47 $\pm$ 0.02,0.68 $\pm$ 0.02,0.62 $\pm$ 0.02,0.53 $\pm$ 0.06,0.57 $\pm$ 0.02,0.57 $\pm$ 0.03
ru,LogisticRegressionRidge,RakelD Partitioning of labels,0.54 $\pm$ 0.04,0.69 $\pm$ 0.04,0.68 $\pm$ 0.05,0.63 $\pm$ 0.04,0.58 $\pm$ 0.05,0.55 $\pm$ 0.02
ru,LogisticRegressionRidge,Random Oversampling,0.49 $\pm$ 0.03,0.65 $\pm$ 0.04,0.61 $\pm$ 0.05,0.62 $\pm$ 0.05,0.66 $\pm$ 0.07,0.66 $\pm$ 0.08
ru,LogisticRegressionRidge,SMOTE,0.44 $\pm$ 0.01,0.55 $\pm$ 0.03,0.48 $\pm$ 0.06,0.58 $\pm$ 0.05,0.54 $\pm$ 0.02,0.61 $\pm$ 0.04
ru,LogisticRegressionRidge,SVMSMOTE,0.42 $\pm$ 0.02,0.48 $\pm$ 0.06,0.40 $\pm$ 0.04,0.51 $\pm$ 0.01,0.64 $\pm$ 0.03,0.54 $\pm$ 0.08
ru,Multi-label ARAM,Natively Multilabel,0.34 $\pm$ 0.06,0.43 $\pm$ 0.23,0.39 $\pm$ 0.20,0.54 $\pm$ 0.20,0.47 $\pm$ 0.10,0.38 $\pm$ 0.06
ru,Multilabel k Nearest Neighbours,Natively Multilabel,0.33 $\pm$ 0.03,0.34 $\pm$ 0.02,0.38 $\pm$ 0.04,0.34 $\pm$ 0.04,0.39 $\pm$ 0.03,0.35 $\pm$ 0.03
ru,NaiveBayes,BorderlineSMOTE,0.67 $\pm$ 0.09,0.56 $\pm$ 0.02,0.53 $\pm$ 0.03,0.58 $\pm$ 0.05,0.65 $\pm$ 0.03,0.60 $\pm$ 0.05
ru,NaiveBayes,No Upsampling,0.73 $\pm$ 0.02,0.62 $\pm$ 0.05,0.57 $\pm$ 0.08,0.56 $\pm$ 0.03,0.58 $\pm$ 0.07,0.59 $\pm$ 0.01
ru,NaiveBayes,Random Oversampling,0.71 $\pm$ 0.02,0.74 $\pm$ 0.05,0.63 $\pm$ 0.04,0.55 $\pm$ 0.04,0.67 $\pm$ 0.05,0.63 $\pm$ 0.06
ru,NaiveBayes,SMOTE,0.50 $\pm$ 0.06,0.57 $\pm$ 0.04,0.52 $\pm$ 0.03,0.57 $\pm$ 0.05,0.59 $\pm$ 0.03,0.58 $\pm$ 0.03
ru,NaiveBayes,SVMSMOTE,0.65 $\pm$ 0.08,0.58 $\pm$ 0.06,0.63 $\pm$ 0.03,0.55 $\pm$ 0.01,0.61 $\pm$ 0.06,0.64 $\pm$ 0.04
ru,RandomForest,BorderlineSMOTE,0.48 $\pm$ 0.07,0.43 $\pm$ 0.02,0.44 $\pm$ 0.04,0.39 $\pm$ 0.02,0.36 $\pm$ 0.05,0.39 $\pm$ 0.04
ru,RandomForest,No Upsampling,0.49 $\pm$ 0.05,0.43 $\pm$ 0.05,0.44 $\pm$ 0.04,0.41 $\pm$ 0.02,0.37 $\pm$ 0.02,0.43 $\pm$ 0.05
ru,RandomForest,Random Oversampling,0.42 $\pm$ 0.01,0.36 $\pm$ 0.09,0.43 $\pm$ 0.04,0.40 $\pm$ 0.06,0.32 $\pm$ 0.03,0.38 $\pm$ 0.09
ru,RandomForest,SMOTE,0.47 $\pm$ 0.04,0.45 $\pm$ 0.05,0.41 $\pm$ 0.01,0.41 $\pm$ 0.03,0.38 $\pm$ 0.05,0.40 $\pm$ 0.02
ru,RandomForest,SVMSMOTE,0.44 $\pm$ 0.01,0.40 $\pm$ 0.03,0.42 $\pm$ 0.03,0.39 $\pm$ 0.01,0.36 $\pm$ 0.01,0.40 $\pm$ 0.07
ru,RidgeClassifier,BorderlineSMOTE,0.35 $\pm$ 0.04,0.24 $\pm$ 0.04,0.27 $\pm$ 0.02,0.41 $\pm$ 0.02,0.43 $\pm$ 0.01,0.44 $\pm$ 0.01
ru,RidgeClassifier,No Upsampling,0.31 $\pm$ 0.01,0.26 $\pm$ 0.05,0.28 $\pm$ 0.01,0.42 $\pm$ 0.01,0.44 $\pm$ 0.01,0.45 $\pm$ 0.03
ru,RidgeClassifier,Random Oversampling,0.54 $\pm$ 0.01,0.29 $\pm$ 0.04,0.27 $\pm$ 0.02,0.40 $\pm$ 0.01,0.39 $\pm$ 0.03,0.43 $\pm$ 0.02
ru,RidgeClassifier,SMOTE,0.31 $\pm$ 0.01,0.25 $\pm$ 0.04,0.26 $\pm$ 0.02,0.39 $\pm$ 0.02,0.38 $\pm$ 0.03,0.44 $\pm$ 0.02
ru,RidgeClassifier,SVMSMOTE,0.32 $\pm$ 0.01,0.25 $\pm$ 0.03,0.24 $\pm$ 0.02,0.38 $\pm$ 0.02,0.42 $\pm$ 0.02,0.42 $\pm$ 0.01
ru,SVM,BorderlineSMOTE,0.43 $\pm$ 0.06,0.45 $\pm$ 0.06,0.50 $\pm$ 0.04,0.55 $\pm$ 0.06,0.70 $\pm$ 0.02,0.57 $\pm$ 0.06
ru,SVM,No Upsampling,0.45 $\pm$ 0.02,0.56 $\pm$ 0.04,0.48 $\pm$ 0.04,0.59 $\pm$ 0.05,0.59 $\pm$ 0.07,0.62 $\pm$ 0.05
ru,SVM,RakelD Partitioning of labels,0.45 $\pm$ 0.03,0.46 $\pm$ 0.06,0.65 $\pm$ 0.06,0.53 $\pm$ 0.06,0.51 $\pm$ 0.04,0.65 $\pm$ 0.05
ru,SVM,Random Oversampling,0.46 $\pm$ 0.06,0.56 $\pm$ 0.02,0.54 $\pm$ 0.04,0.59 $\pm$ 0.02,0.59 $\pm$ 0.04,0.61 $\pm$ 0.04
ru,SVM,SMOTE,0.51 $\pm$ 0.01,0.52 $\pm$ 0.07,0.54 $\pm$ 0.11,0.57 $\pm$ 0.02,0.58 $\pm$ 0.01,0.55 $\pm$ 0.05
ru,SVM,SVMSMOTE,0.49 $\pm$ 0.05,0.48 $\pm$ 0.09,0.47 $\pm$ 0.05,0.53 $\pm$ 0.06,0.59 $\pm$ 0.02,0.54 $\pm$ 0.02
ru,XGBoost,BorderlineSMOTE,0.64 $\pm$ 0.06,0.68 $\pm$ 0.09,0.43 $\pm$ 0.03,0.55 $\pm$ 0.01,0.46 $\pm$ 0.03,0.53 $\pm$ 0.00
ru,XGBoost,No Upsampling,0.60 $\pm$ 0.05,0.56 $\pm$ 0.07,0.57 $\pm$ 0.06,0.44 $\pm$ 0.01,0.47 $\pm$ 0.02,0.52 $\pm$ 0.04
ru,XGBoost,Random Oversampling,0.59 $\pm$ 0.09,0.57 $\pm$ 0.01,0.50 $\pm$ 0.01,0.51 $\pm$ 0.03,0.54 $\pm$ 0.01,0.55 $\pm$ 0.02
ru,XGBoost,SMOTE,0.65 $\pm$ 0.08,0.63 $\pm$ 0.08,0.49 $\pm$ 0.04,0.54 $\pm$ 0.02,0.50 $\pm$ 0.05,0.54 $\pm$ 0.05
ru,XGBoost,SVMSMOTE,0.57 $\pm$ 0.10,0.73 $\pm$ 0.02,0.50 $\pm$ 0.06,0.53 $\pm$ 0.06,0.48 $\pm$ 0.02,0.56 $\pm$ 0.03
